id,Compound,smiles,CAS_RN,logS,Ref_logS,mp,Ref_mp,logPN,Ref_logP,GSE,diff_logS
SolCbio3-99,"2,3,4'-Trichlorobiphenyl",Clc1ccc(-c2cccc(Cl)c2Cl)cc1,38444-85-8,-6.26,10.1016/S0045-6535(02)00118-2,69,10.1016/S0045-6535(02)00118-2,5.42,Kenneth,-5.36,0.9
SolCbio3-100,"2,4',5-Trichlorobiphenyl",Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,16606-02-3,-6.25,10.1016/S0045-6535(02)00118-2,67,10.1016/S0045-6535(02)00118-2,5.69,Kenneth,-5.61,0.64
SolCbio3-101,"2,2',5,5'-Tetrachlorobiphenyl",Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,35693-99-3,-6.23,10.1016/S0045-6535(02)00118-2,87,10.1016/S0045-6535(02)00118-2,6.09,Kenneth,-6.21,0.02
SolCbio3-102,"2,4,4'-Trichlorodiphenyl ether",Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,59039-21-3,-6.22,10.1016/S0045-6535(02)00118-2,50,10.1016/S0045-6535(02)00118-2,5.53,Kenneth,-5.28,0.94
SolCbio3-103,"2,4,4'-Trichlorobiphenyl",Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,7012-37-5,-6.21,10.1016/S0045-6535(02)00118-2,57,10.1016/S0045-6535(02)00118-2,5.62,Kenneth,-5.44,0.77
SolCbio3-104,Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,129-00-0,-6.18,10.1016/S0045-6535(02)00118-2,156,10.1016/S0045-6535(02)00118-2,4.88,Kenneth,-5.69,0.49
SolCbio3-105,Endosulfan,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,115-29-7,-6.15,10.1016/S0045-6535(02)00118-2,209,10.1016/S0045-6535(02)00118-2,3.83,Kenneth,-5.17,0.98
SolCbio3-106,Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2104-96-3,-6.09,10.1016/S0045-6535(02)00118-2,51,10.1016/S0045-6535(02)00118-2,5.21,Kenneth,-4.97,1.12
SolCbio3-107,Beta-endosulfan,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,33213-65-9,-6.08,10.1016/S0045-6535(02)00118-2,209,10.1016/S0045-6535(02)00118-2,3.83,Kenneth,-5.17,0.91
SolCbio3-108,Heptachlor-epoxide,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,1024-57-3,-6.05,10.1016/S0045-6535(02)00118-2,160,10.1016/S0045-6535(02)00118-2,4.98,Kenneth,-5.83,0.22
SolCbio3-109,Difluron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,35367-38-5,-6.02,10.1016/S0045-6535(02)00118-2,231,10.1016/S0045-6535(02)00118-2,3.88,Kenneth,-5.44,0.58
SolCbio3-110,"2,3',5-Trichlorobiphenyl",Clc1cccc(-c2cc(Cl)ccc2Cl)c1,38444-81-4,-6.01,10.1016/S0045-6535(02)00118-2,40,10.1016/S0045-6535(02)00118-2,5.76,Kenneth,-5.41,0.6
SolCbio3-111,Tricresyl-phosphate,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,1330-78-5,-6.01,10.1016/S0045-6535(02)00118-2,-33,10.1016/S0045-6535(02)00118-2,5.11,PubChem,-4.03,1.98
SolCbio3-112,"2,4,6-Trichlorobiphenyl",Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,35693-92-6,-6,10.1016/S0045-6535(02)00118-2,63,10.1016/S0045-6535(02)00118-2,5.47,Kenneth,-5.35,0.65
SolCbio3-113,9-Methylanthracene,Cc1c2ccccc2cc2ccccc12,779-02-2,-5.89,10.1016/S0045-6535(02)00118-2,79,10.1016/S0045-6535(02)00118-2,5.07,Kenneth,-5.11,0.78
SolCbio3-114,Fluoranthene,c1ccc2c(c1)-c1cccc3cccc-2c13,206-44-0,-5.89,10.1016/S0045-6535(02)00118-2,110,10.1016/S0045-6535(02)00118-2,5.16,Kenneth,-5.51,0.38
SolCbio3-115,Nonane,CCCCCCCCC,111-84-2,-5.88,10.1016/S0045-6535(02)00118-2,-53,10.1016/S0045-6535(02)00118-2,5.65,Kenneth,-4.37,1.51
SolCbio3-116,1-Methylphenanthrene,Cc1cccc2c1ccc1ccccc12,832-69-9,-5.85,10.1016/S0045-6535(02)00118-2,123,10.1016/S0045-6535(02)00118-2,5.08,Kenneth,-5.56,0.29
SolCbio3-117,1-Tetradecanol,CCCCCCCCCCCCCCO,112-72-1,-5.84,10.1016/S0045-6535(02)00118-2,40,10.1016/S0045-6535(02)00118-2,6.03,Kenneth,-5.68,0.16
SolCbio3-118,2-Methylphenanthrene,Cc1ccc2c(ccc3ccccc32)c1,2531-84-2,-5.84,10.1016/S0045-6535(02)00118-2,57,10.1016/S0045-6535(02)00118-2,4.86,Kenneth,-4.68,1.16
SolCbio3-119,Quintozene,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,82-68-8,-5.82,10.1016/S0045-6535(02)00118-2,114,10.1016/S0045-6535(02)00118-2,4.64,Kenneth,-5.03,0.79
SolCbio3-120,2-Chlorodibenzo-p-dioxin,Clc1ccc2c(c1)Oc1ccccc1O2,39227-54-8,-5.82,10.1016/S0045-6535(02)00118-2,89,10.1016/S0045-6535(02)00118-2,5,Kenneth,-5.14,0.68
SolCbio3-121,"3,3'-Dichlorobiphenyl",Clc1cccc(-c2cccc(Cl)c2)c1,2050-67-1,-5.8,10.1016/S0045-6535(02)00118-2,29,10.1016/S0045-6535(02)00118-2,5.27,Kenneth,-4.81,0.99
SolCbio3-122,Carbophenothion,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,786-19-6,-5.74,10.1016/S0045-6535(02)00118-2,25,10.1016/S0045-6535(02)00118-2,5.33,Kenneth,-4.83,0.91
SolCbio3-123,1-Chlorodibenzo-p-dioxin,Clc1cccc2c1Oc1ccccc1O2,39227-53-7,-5.72,10.1016/S0045-6535(02)00118-2,98,10.1016/S0045-6535(02)00118-2,4.75,Kenneth,-4.98,0.74
SolCbio3-124,Oxadiazon,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,19666-30-9,-5.69,10.1016/S0045-6535(02)00118-2,89,10.1016/S0045-6535(02)00118-2,4.8,Kenneth,-4.94,0.75
SolCbio3-125,Ethisterone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,434-03-7,-5.66,10.1016/S0045-6535(02)00118-2,269,10.1016/S0045-6535(02)00118-2,3.11,Kenneth,-5.05,0.61
SolCbio3-126,Leptophos,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,21609-90-5,-5.66,10.1016/S0045-6535(02)00118-2,60,10.1016/S0045-6535(02)00118-2,6.31,Kenneth,-6.16,0.5
SolCbio3-127,Pentachlorobenzene,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,608-93-5,-5.66,10.1016/S0045-6535(02)00118-2,84,10.1016/S0045-6535(02)00118-2,5.17,Kenneth,-5.26,0.4
SolCbio3-128,"2,2,5'Trichlorobiphenyl",Clc1ccc(Cl)c(-c2ccccc2Cl)c1,37680-65-2,-5.65,10.1016/S0045-6535(02)00118-2,44,10.1016/S0045-6535(02)00118-2,5.52,Kenneth,-5.21,0.44
SolCbio3-129,Benzyl butylphthalate,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,85-68-7,-5.64,10.1016/S0045-6535(02)00118-2,-35,10.1016/S0045-6535(02)00118-2,4.73,Kenneth,-3.63,2.01
SolCbio3-130,Chlorothalonil,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1897-45-6,-5.64,10.1016/S0045-6535(02)00118-2,250,10.1016/S0045-6535(02)00118-2,3.05,Kenneth,-4.8,0.84
SolCbio3-131,"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,626-39-1,-5.6,10.1016/S0045-6535(02)00118-2,121,10.1016/S0045-6535(02)00118-2,4.51,Kenneth,-4.97,0.63
SolCbio3-132,Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,563-12-2,-5.54,10.1016/S0045-6535(02)00118-2,-25,10.1016/S0045-6535(02)00118-2,5.07,Kenneth,-4.07,1.47
SolCbio3-133,Benfluralin,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1861-40-1,-5.53,10.1016/S0045-6535(02)00118-2,65,10.1016/S0045-6535(02)00118-2,5.29,Kenneth,-5.19,0.34
SolCbio3-134,Estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,53-16-7,-5.53,10.1016/S0045-6535(02)00118-2,255,10.1016/S0045-6535(02)00118-2,3.13,Kenneth,-4.93,0.6
SolCbio3-135,"2,4'-Dichlorodiphenyl ether",Clc1ccc(Oc2ccccc2Cl)cc1,6903-65-7,-5.52,10.1016/S0045-6535(02)00118-2,31,10.1016/S0045-6535(02)00118-2,5.03,Kenneth,-4.59,0.93
SolCbio3-136,1-Decene,C=CCCCCCCCC,872-05-9,-5.51,10.1016/S0045-6535(02)00118-2,-66,10.1016/S0045-6535(02)00118-2,5.7,Kenneth,-4.29,1.22
SolCbio3-137,Danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,17230-88-5,-5.51,10.1016/S0045-6535(02)00118-2,225,10.1016/S0045-6535(02)00118-2,0.51,Kenneth,-2.01,3.5
SolCbio3-138,"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,95-94-3,-5.47,10.1016/S0045-6535(02)00118-2,139,10.1016/S0045-6535(02)00118-2,4.64,Kenneth,-5.28,0.19
SolCbio3-139,Chlordene,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,3734-48-3,-5.39,10.1016/S0045-6535(02)00118-2,-62,10.1016/S0045-6535(02)00118-2,5.57,Kenneth,-4.2,1.19
SolCbio3-140,Coumaphos,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,56-72-4,-5.38,10.1016/S0045-6535(02)00118-2,91,10.1016/S0045-6535(02)00118-2,4.13,Kenneth,-4.29,1.09
SolCbio3-141,"1,4-Diiodobenzene",Ic1ccc(I)cc1,624-38-4,-5.37,10.1016/S0045-6535(02)00118-2,131,10.1016/S0045-6535(02)00118-2,4.11,Kenneth,-4.67,0.7
SolCbio3-142,Chlordane,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,57-74-9,-5.35,10.1016/S0045-6535(02)00118-2,105,10.1016/S0045-6535(02)00118-2,6.16,Kenneth,-6.46,1.11
SolCbio3-143,Megestrol acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,595-33-5,-5.35,10.1016/S0045-6535(02)00118-2,214,10.1016/S0045-6535(02)00118-2,3.2,Kenneth,-4.59,0.76
SolCbio3-144,Methoprene,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,40596-69-8,-5.34,10.1016/S0045-6535(02)00118-2,164,10.1016/S0045-6535(02)00118-2,5.5,Kenneth,-6.39,1.05
SolCbio3-145,Dibenzo-p-dioxin,c1ccc2c(c1)Oc1ccccc1O2,262-12-4,-5.31,10.1016/S0045-6535(02)00118-2,123,10.1016/S0045-6535(02)00118-2,4.3,Kenneth,-4.78,0.53
SolCbio3-146,Iodofenphos,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,18181-70-9,-5.31,10.1016/S0045-6535(02)00118-2,72,10.1016/S0045-6535(02)00118-2,5.51,Kenneth,-5.48,0.17
SolCbio3-147,"2,4'-Dichlorobiphenyl",Clc1ccc(-c2ccccc2Cl)cc1,34883-43-7,-5.28,10.1016/S0045-6535(02)00118-2,43,10.1016/S0045-6535(02)00118-2,5.09,Kenneth,-4.77,0.51
SolCbio3-148,Digitoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,71-63-6,-5.28,10.1016/S0045-6535(02)00118-2,256,10.1016/S0045-6535(02)00118-2,1.85,PubChem,-3.66,1.62
SolCbio3-149,"2,2'-Dichlorobiphenyl",Clc1ccccc1-c1ccccc1Cl,13029-08-8,-5.27,10.1016/S0045-6535(02)00118-2,61,10.1016/S0045-6535(02)00118-2,4.97,Kenneth,-4.83,0.44
SolCbio3-150,"2,5-Dichlorobiphenyl",Clc1ccc(Cl)c(-c2ccccc2)c1,34883-39-1,-5.27,10.1016/S0045-6535(02)00118-2,23,10.1016/S0045-6535(02)00118-2,5.1,Kenneth,-4.58,0.69
SolCbio3-151,Carbazole,c1ccc2c(c1)[nH]c1ccccc12,86-74-8,-5.27,10.1016/S0045-6535(02)00118-2,247,10.1016/S0045-6535(02)00118-2,3.72,Kenneth,-5.44,0.17
SolCbio3-152,"2,3,4,5-Tetrachloroanisole",COc1cc(Cl)c(Cl)c(Cl)c1Cl,938-86-3,-5.26,10.1016/S0045-6535(02)00118-2,88,10.1016/S0045-6535(02)00118-2,4.51,Kenneth,-4.64,0.62
SolCbio3-153,"2,4-Dichlorobiphenyl",Clc1ccc(-c2ccccc2)c(Cl)c1,33284-50-3,-5.25,10.1016/S0045-6535(02)00118-2,25,10.1016/S0045-6535(02)00118-2,5.16,Kenneth,-4.66,0.59
SolCbio3-154,"3,4,5,6-Tetrachloroveratrole",COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,944-61-6,-5.24,10.1016/S0045-6535(02)00118-2,90,10.1016/S0045-6535(02)00118-2,4.86,Kenneth,-5.01,0.23
SolCbio3-155,Octane,CCCCCCCC,111-65-9,-5.24,10.1016/S0045-6535(02)00118-2,-56,10.1016/S0045-6535(02)00118-2,5.18,Kenneth,-3.87,1.37
SolCbio3-156,Phenothrin,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,26002-80-2,-5.24,10.1016/S0045-6535(02)00118-2,25,10.1016/S0045-6535(02)00118-2,6.01,Kenneth,-5.51,0.27
SolCbio3-157,Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,87-85-4,-5.23,10.1016/S0045-6535(02)00118-2,164,10.1016/S0045-6535(02)00118-2,5.11,Kenneth,-6,0.77
SolCbio3-158,1-Methylfluorene,Cc1cccc2c1Cc1ccccc1-2,1730-37-6,-5.22,10.1016/S0045-6535(02)00118-2,87,10.1016/S0045-6535(02)00118-2,4.97,Kenneth,-5.09,0.13
SolCbio3-159,Fluorodifen,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,15457-05-3,-5.22,10.1016/S0045-6535(02)00118-2,90,10.1016/S0045-6535(02)00118-2,3.65,Kenneth,-3.8,1.42
SolCbio3-160,Dibenzothiophene,c1ccc2c(c1)sc1ccccc12,132-65-0,-5.21,10.1016/S0045-6535(02)00118-2,97,10.1016/S0045-6535(02)00118-2,4.38,Kenneth,-4.6,0.61
SolCbio3-161,Hexylbenzene,CCCCCCc1ccccc1,1077-16-3,-5.21,10.1016/S0045-6535(02)00118-2,-61,10.1016/S0045-6535(02)00118-2,5.52,Kenneth,-4.16,1.05
SolCbio3-162,Phenanthrene,c1ccc2c(c1)ccc1ccccc12,85-01-8,-5.21,10.1016/S0045-6535(02)00118-2,100,10.1016/S0045-6535(02)00118-2,4.46,Kenneth,-4.71,0.5
SolCbio3-163,p-Chlorobiphenyl,Clc1ccc(-c2ccccc2)cc1,2051-62-9,-5.2,10.1016/S0045-6535(02)00118-2,78,10.1016/S0045-6535(02)00118-2,4.61,Kenneth,-4.64,0.56
SolCbio3-164,Anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21,84-65-1,-5.19,10.1016/S0045-6535(02)00118-2,284,10.1016/S0045-6535(02)00118-2,3.39,Kenneth,-5.48,0.29
SolCbio3-165,Hexachlorocyclopentadiene,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,77-47-4,-5.18,10.1016/S0045-6535(02)00118-2,-10,10.1016/S0045-6535(02)00118-2,5.04,Kenneth,-4.19,0.99
SolCbio3-166,Tributylphosphorotrithioate,CCCCSP(=O)(SCCCC)SCCCC,78-48-8,-5.14,10.1016/S0045-6535(02)00118-2,25,10.1016/S0045-6535(02)00118-2,5.7,Kenneth,-5.2,0.06
SolCbio3-167,"2,4,5,6-Tetrachloroanisole",COc1c(Cl)cc(Cl)c(Cl)c1Cl,938-22-7,-5.13,10.1016/S0045-6535(02)00118-2,64,10.1016/S0045-6535(02)00118-2,4.75,Kenneth,-4.64,0.49
SolCbio3-168,Glyburide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10238-21-8,-5.09,10.1016/S0045-6535(02)00118-2,170,10.1016/S0045-6535(02)00118-2,3.754,Kenneth,-4.704,0.386
SolCbio3-169,1-Bromooctane,CCCCCCCCBr,111-83-1,-5.06,10.1016/S0045-6535(02)00118-2,-55,10.1016/S0045-6535(02)00118-2,4.89,Kenneth,-3.59,1.47
SolCbio3-170,"2,6-Dichlorodiphenyl ether",Clc1cccc(Cl)c1Oc1ccccc1,28419-69-4,-5.06,10.1016/S0045-6535(02)00118-2,36,10.1016/S0045-6535(02)00118-2,4.64,Kenneth,-4.25,0.81
SolCbio3-171,Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,36330-85-5,-5.06,10.1016/S0045-6535(02)00118-2,186,10.1016/S0045-6535(02)00118-2,3.2,Kenneth,-4.31,0.75
SolCbio3-172,1-Nonene,C=CCCCCCCC,124-11-8,-5.05,10.1016/S0045-6535(02)00118-2,-81,10.1016/S0045-6535(02)00118-2,5.15,Kenneth,-3.59,1.46
SolCbio3-173,"2,6-Dichlorobiphenyl",Clc1cccc(Cl)c1-c1ccccc1,33146-45-1,-4.97,10.1016/S0045-6535(02)00118-2,35,10.1016/S0045-6535(02)00118-2,4.98,Kenneth,-4.58,0.39
SolCbio3-174,Bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,18181-80-1,-4.93,10.1016/S0045-6535(02)00118-2,76,10.1016/S0045-6535(02)00118-2,5.4,Kenneth,-5.41,0.48
SolCbio3-175,"1,4,5-Trimethylnaphthalene",Cc1ccc(C)c2c(C)cccc12,2131-41-1,-4.92,10.1016/S0045-6535(02)00118-2,62,10.1016/S0045-6535(02)00118-2,4.9,Kenneth,-4.77,0.15
SolCbio3-176,"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,87-68-3,-4.92,10.1016/S0045-6535(02)00118-2,-21,10.1016/S0045-6535(02)00118-2,4.78,Kenneth,-3.82,1.1
SolCbio3-177,Fluorene,c1ccc2c(c1)Cc1ccccc1-2,86-73-7,-4.91,10.1016/S0045-6535(02)00118-2,116,10.1016/S0045-6535(02)00118-2,4.18,Kenneth,-4.59,0.32
SolCbio3-178,"2,6-Dimethylnaphthalene",Cc1ccc2cc(C)ccc2c1,581-42-0,-4.89,10.1016/S0045-6535(02)00118-2,109,10.1016/S0045-6535(02)00118-2,4.31,Kenneth,-4.65,0.24
SolCbio3-179,Chloroxuron,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1982-47-4,-4.89,10.1016/S0045-6535(02)00118-2,151,10.1016/S0045-6535(02)00118-2,3.7,Kenneth,-4.46,0.43
SolCbio3-180,3-Chlorobiphenyl,Clc1cccc(-c2ccccc2)c1,2051-61-8,-4.88,10.1016/S0045-6535(02)00118-2,18,10.1016/S0045-6535(02)00118-2,4.58,Kenneth,-4.01,0.87
SolCbio3-181,Estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,50-28-2,-4.85,10.1016/S0045-6535(02)00118-2,173,10.1016/S0045-6535(02)00118-2,4.01,Kenneth,-4.99,0.14
SolCbio3-182,1-Iodoheptane,CCCCCCCI,4282-40-0,-4.81,10.1016/S0045-6535(02)00118-2,-48,10.1016/S0045-6535(02)00118-2,4.7,Kenneth,-3.47,1.34
SolCbio3-183,2-Chlorodiphenyl ether,Clc1ccccc1Oc1ccccc1,288367,-4.78,10.1016/S0045-6535(02)00118-2,45,10.1016/S0045-6535(02)00118-2,4.45,Kenneth,-4.15,0.63
SolCbio3-184,Phenmedipham,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,13684-63-4,-4.78,10.1016/S0045-6535(02)00118-2,143,10.1016/S0045-6535(02)00118-2,3.59,Kenneth,-4.27,0.51
SolCbio3-185,Neburon,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,555-37-3,-4.76,10.1016/S0045-6535(02)00118-2,102,10.1016/S0045-6535(02)00118-2,4.1,Kenneth,-4.37,0.39
SolCbio3-186,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],21829-25-4,-4.76,10.1016/S0045-6535(02)00118-2,173,10.1016/S0045-6535(02)00118-2,2.2,Kenneth,-3.18,1.58
SolCbio3-187,"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,581-40-8,-4.72,10.1016/S0045-6535(02)00118-2,102,10.1016/S0045-6535(02)00118-2,4.4,Kenneth,-4.67,0.05
SolCbio3-188,Betamethasone-17-valerate,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2152-44-5,-4.71,10.1016/S0045-6535(02)00118-2,196,10.1016/S0045-6535(02)00118-2,3.6,Kenneth,-4.81,0.1
SolCbio3-189,Fenoxycarb,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,72490-01-8,-4.7,10.1016/S0045-6535(02)00118-2,54,10.1016/S0045-6535(02)00118-2,4.3,Kenneth,-4.09,0.61
SolCbio3-190,Hydroxyprogesterone-17alpha,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,68-96-2,-4.7,10.1016/S0045-6535(02)00118-2,216,10.1016/S0045-6535(02)00118-2,3.17,Kenneth,-4.58,0.12
SolCbio3-191,"1,5-Dimethylnaphthalene",Cc1cccc2c(C)cccc12,571-61-9,-4.69,10.1016/S0045-6535(02)00118-2,81,10.1016/S0045-6535(02)00118-2,4.38,Kenneth,-4.44,0.25
SolCbio3-192,Methyllaurate,CCCCCCCCCCCC(=O)OC,111-82-0,-4.69,10.1016/S0045-6535(02)00118-2,41,10.1016/S0045-6535(02)00118-2,5.41,Kenneth,-5.07,0.38
SolCbio3-193,Dodecanol,CCCCCCCCCCCCO,112-53-8,-4.67,10.1016/S0045-6535(02)00118-2,24,10.1016/S0045-6535(02)00118-2,5.13,Kenneth,-4.62,0.05
SolCbio3-194,Diisobutylphthalate,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,84-69-5,-4.66,10.1016/S0045-6535(02)00118-2,-58,10.1016/S0045-6535(02)00118-2,4.11,Kenneth,-2.78,1.88
SolCbio3-195,Pentylbenzene,CCCCCc1ccccc1,538-68-1,-4.64,10.1016/S0045-6535(02)00118-2,-75,10.1016/S0045-6535(02)00118-2,4.9,Kenneth,-3.4,1.24
SolCbio3-196,"1,2,3,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,634-90-2,-4.63,10.1016/S0045-6535(02)00118-2,54,10.1016/S0045-6535(02)00118-2,4.56,Kenneth,-4.35,0.28
SolCbio3-197,Desmedipham,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,13684-56-5,-4.63,10.1016/S0045-6535(02)00118-2,120,10.1016/S0045-6535(02)00118-2,3.39,Kenneth,-3.84,0.79
SolCbio3-198,Methylcaprate,CCCCCCCCCC(=O)OC,110-42-9,-4.63,10.1016/S0045-6535(02)00118-2,-13,10.1016/S0045-6535(02)00118-2,4.41,Kenneth,-3.53,1.1
SolCbio3-199,4-Methylbiphenyl,Cc1ccc(-c2ccccc2)cc1,644-08-6,-4.62,10.1016/S0045-6535(02)00118-2,45,10.1016/S0045-6535(02)00118-2,4.63,Kenneth,-4.33,0.29
SolCbio3-200,Bibenzyl,c1ccc(CCc2ccccc2)cc1,103-29-7,-4.62,10.1016/S0045-6535(02)00118-2,50,10.1016/S0045-6535(02)00118-2,4.79,Kenneth,-4.54,0.08
SolCbio3-201,Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,53-86-1,-4.62,10.1016/S0045-6535(02)00118-2,159,10.1016/S0045-6535(02)00118-2,4.27,Kenneth,-5.11,0.49
SolCbio3-202,Dibenzofurane,c1ccc2c(c1)oc1ccccc12,132-64-9,-4.6,10.1016/S0045-6535(02)00118-2,82,10.1016/S0045-6535(02)00118-2,4.12,Kenneth,-4.19,0.41
SolCbio3-203,Griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,126-07-8,-4.6,10.1016/S0045-6535(02)00118-2,220,10.1016/S0045-6535(02)00118-2,2.18,Kenneth,-3.63,0.97
SolCbio3-204,"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,95-93-2,-4.59,10.1016/S0045-6535(02)00118-2,80,10.1016/S0045-6535(02)00118-2,4,Kenneth,-4.05,0.54
SolCbio3-205,Fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1,55-38-9,-4.57,10.1016/S0045-6535(02)00118-2,8,10.1016/S0045-6535(02)00118-2,4.09,Kenneth,-3.42,1.15
SolCbio3-206,o-Chlorobiphenyl,Clc1ccccc1-c1ccccc1,2051-60-7,-4.54,10.1016/S0045-6535(02)00118-2,34,10.1016/S0045-6535(02)00118-2,4.53,Kenneth,-4.12,0.42
SolCbio3-207,Heptane,CCCCCCC,142-82-5,-4.53,10.1016/S0045-6535(02)00118-2,-91,10.1016/S0045-6535(02)00118-2,4.66,Kenneth,-3,1.53
SolCbio3-208,Flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,5104-49-4,-4.49,10.1016/S0045-6535(02)00118-2,111,10.1016/S0045-6535(02)00118-2,4.16,Kenneth,-4.52,0.03
SolCbio3-209,"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,108-70-3,-4.48,10.1016/S0045-6535(02)00118-2,65,10.1016/S0045-6535(02)00118-2,4.19,Kenneth,-4.09,0.39
SolCbio3-210,Mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,31431-39-7,-4.48,10.1016/S0045-6535(02)00118-2,289,10.1016/S0045-6535(02)00118-2,2.83,Kenneth,-4.97,0.49
SolCbio3-211,1-Octene,C=CCCCCCC,111-66-0,-4.44,10.1016/S0045-6535(02)00118-2,-102,10.1016/S0045-6535(02)00118-2,4.57,Kenneth,-2.8,1.64
