,Unnamed: 0,DATABASE_ID,NAME,SMILES,logP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methy,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophen,fr_unbrch_alkane,fr_urea,MW,MR,HBA,HBD,RotBonds,AromRings,AliphRings,PSA,C,Cl,F,Br,I,SMILES_standard
8666,8666,ENV8949,"Ethanamine, 2-(2,6-dimethoxyphenoxy)-N,N-dimethy",COc1cccc(OC)c1OCCN(C)C,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.288,63.59500000000005,4,0,6,1,0,30.930000000000003,12,0,0,0,0,COc1cccc(OC)c1OCCN(C)C
8667,8667,ENV8950,"Aniline,N-(SO2NHSO2NH2)",NS(=O)(=O)NS(=O)(=O)Nc1ccccc1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.289,55.22740000000001,4,3,4,1,0,118.36,6,0,0,0,0,NS(=O)(=O)NS(=O)(=O)Nc1ccccc1
8668,8668,ENV8951,"4H-1-Benzopyran-2-carboxylic acid, 5-(2-hydroxyp",CC(O)COc1cccc2oc(C(=O)O)cc(=O)c12,1.32,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.23299999999995,66.61910000000003,5,2,4,2,0,96.97,13,0,0,0,0,CC(O)COc1cccc2oc(C(=O)O)cc(=O)c12
8669,8669,ENV8952,"Acetamide, N-(2,3-dimethyl-4-oxo-4H-1-benzopyran",CC(=O)Nc1ccc2oc(C)c(C)c(=O)c2c1,1.79,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.251,66.26170000000002,3,1,1,2,0,59.31,13,0,0,0,0,CC(=O)Nc1ccc2oc(C)c(C)c(=O)c2c1
8670,8670,ENV8953,"2,4-Pyrimidinediamine, 5-[(2,3-dimethoxyphenyl)m",COc1cccc(Cc2cnc(N)nc2N)c1OC,1.62,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.297,73.20880000000002,6,2,4,2,0,96.28,13,0,0,0,0,COc1cccc(Cc2cnc(N)nc2N)c1OC
8671,8671,ENV8954,"1H-Imidazole-4-carboxamide, 5-[3-(2-hydroxyethyl",NC(=O)c1nc[nH]c1N=NN(CCO)Cc1ccccc1,0.99,0,1,1,0,0,2,1,0,0,1,1,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,288.311,75.5594,5,3,7,2,0,119.95999999999998,13,0,0,0,0,NC(=O)c1nc[nH]c1N=NN(CCO)Cc1ccccc1
8672,8672,ENV8955,2(2NO2imdz1yl)NN-dimethanolacetamide,O=C(Cn1ccnc1[N+](=O)[O-])N(CO)CO,-1.59,0,2,2,0,0,2,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.18,49.89900000000003,7,2,5,1,0,121.73,7,0,0,0,0,O=C(Cn1ccnc1[N+](=O)[O-])N(CO)CO
8673,8673,ENV8956,"Benzaldehyde, 3-methoxy-4-[2-[(1-oxopropyl)oxy]e",CCC(=O)OCCOc1ccc(C=NO)cc1OC,1.52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,267.2809999999999,69.11950000000003,6,1,7,1,0,77.35000000000002,13,0,0,0,0,CCC(=O)OCCOc1ccc(C=NO)cc1OC
8674,8674,ENV8957,"Benzoic acid, 4-(ethylamino)-, 2-(dimethylamino)",CCNc1ccc(C(=O)OCCN(C)C)cc1,2.62,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.315,69.44220000000004,4,1,6,1,0,41.57,13,0,0,0,0,CCNc1ccc(C(=O)OCCN(C)C)cc1
8675,8675,ENV8958,"L-Aspartamide, N2-(N-acetyl-L-alanyl)-N2-(1,1-di",CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)(C)C,-0.74,1,0,0,0,0,0,0,0,1,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.3430000000001,75.35790000000004,4,4,6,0,0,124.60000000000002,13,0,0,0,0,CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)(C)C
8676,8676,ENV8959,"11H-Dibenz[b,e]azepine, 5,6-dihydro-",c1ccc2c(c1)CNc1ccccc1C2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.265,63.01670000000003,1,1,0,2,1,12.03,14,0,0,0,0,c1ccc2c(c1)CNc1ccccc1C2
8677,8677,ENV8960,"3,4'-Bipyridine, 6-[2-(acetyloxy)ethoxy]-",CC(=O)OCCOc1ccc(-c2ccncc2)cn1,1.92,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,258.277,69.59600000000003,5,0,5,2,0,61.31000000000001,14,0,0,0,0,CC(=O)OCCOc1ccc(-c2ccncc2)cn1
8678,8678,ENV8961,"2,2,2-TriF ethylamine,N-Pr,N-Et",CCCN(CC)CC(F)(F)F,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.18999999999997,38.46000000000001,1,0,4,0,0,3.24,7,0,3,0,0,CCCN(CC)CC(F)(F)F
8679,8679,ENV8962,"Pyrimidine, 4-butoxy-2-[2-(5-nitro-2-furanyl)eth",CCCCOc1ccnc(C=CC2=CC([N+](=O)[O-])O2)n1,2.04,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,277.28000000000003,71.41940000000002,6,0,7,1,1,87.38000000000001,13,0,0,0,0,CCCCOc1ccnc(C=CC2=CC([N+](=O)[O-])O2)n1
8680,8680,ENV8963,"Benzenesulfonamide, 4-amino-N-(3,5-dimethylpheny",Cc1cc(C)cc(NS(=O)(=O)c2ccc(N)cc2)c1,2.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276.361,77.57890000000002,3,2,3,2,0,72.19,14,0,0,0,0,Cc1cc(C)cc(NS(=O)(=O)c2ccc(N)cc2)c1
8681,8681,ENV8964,"1,2,4-Triazin-5(4H)-one, 4-amino-3-[(benzoylmeth",CC(C)c1nnc(SCC(=O)c2ccccc2)n(N)c1=O,2.07,0,0,0,1,0,3,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304.37500000000006,82.02790000000002,7,1,5,2,0,90.87,14,0,0,0,0,CC(C)c1nnc(SCC(=O)c2ccccc2)n(N)c1=O
8682,8682,ENV8965,"4-Pentenoic acid, 5-(4-methylphenyl)-3-oxo-, eth",CCOC(=O)CC(=O)C=Cc1ccc(C)cc1,2.63,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.2789999999999,66.47000000000003,3,0,5,1,0,43.370000000000005,14,0,0,0,0,CCOC(=O)CC(=O)C=Cc1ccc(C)cc1
8683,8683,ENV8966,"4-Pentenoic acid, 5-(2-methylphenyl)-3-oxo-, eth",CCOC(=O)CC(=O)C=Cc1ccccc1C,2.66,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.279,66.47000000000003,3,0,5,1,0,43.370000000000005,14,0,0,0,0,CCOC(=O)CC(=O)C=Cc1ccccc1C
8684,8684,ENV8967,"4-Pentenoic acid, 5-(3-methylphenyl)-3-oxo-, eth",CCOC(=O)CC(=O)C=Cc1cccc(C)c1,2.8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.2789999999999,66.47000000000003,3,0,5,1,0,43.370000000000005,14,0,0,0,0,CCOC(=O)CC(=O)C=Cc1cccc(C)c1
8685,8685,ENV8968,"Propanamide, 3-(methoxycarbonyl)-N-[4-[(dimethyl",COC(=O)CCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.43,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,328.3900000000001,81.97480000000004,5,0,6,1,0,83.99000000000001,14,0,0,0,0,COC(=O)CCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1
8686,8686,ENV8969,"7H-Purine, 6-[[5-[(2-ethoxy-2-oxoethyl)amino]pen",CCOC(=O)CNCCCCCSc1c2[nH]cnc2nc[n+]1[O-],0.87,0,0,0,0,0,4,1,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,339.42100000000005,86.92640000000003,7,2,10,2,0,106.84,14,0,0,0,0,CCOC(=O)CNCCCCCSc1c2[nH]cnc2nc[n+]1[O-]
8687,8687,ENV8970,"L-Glutamide, N2-(N-L-alanyl)-N1-(1,1-dimethyleth",CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)(C)C,-0.67,1,0,0,0,0,0,0,0,1,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.37,79.97490000000005,4,4,7,0,0,124.60000000000002,14,0,0,0,0,CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)(C)C
8688,8688,ENV8971,"1H-Benzimidazole, 2-(2,4-dimethoxyphenyl)-",COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1,2.59,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.289,74.63370000000003,3,1,3,3,0,47.14,15,0,0,0,0,COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1
8689,8689,ENV8972,"Acetic acid, [(2-methyl-3,4'-bipyridin-6-yl)amin",CC(=O)OCCNc1ccc(-c2ccncc2)c(C)n1,2.59,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,271.31999999999994,77.32770000000004,5,1,5,2,0,64.11000000000001,15,0,0,0,0,CC(=O)OCCNc1ccc(-c2ccncc2)c(C)n1
8690,8690,ENV8973,"Propanoic acid, [(3,4'-bipyridin-6-yl)amino]ethy",CCC(=O)OCCNc1ccc(-c2ccncc2)cn1,2.47,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,271.31999999999994,77.20770000000003,5,1,6,2,0,64.11000000000001,15,0,0,0,0,CCC(=O)OCCNc1ccc(-c2ccncc2)cn1
8691,8691,ENV8975,5-Thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,0.46,1,1,1,0,0,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,348.3800000000001,86.76030000000003,5,3,4,1,2,106.94,16,0,0,0,0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
8692,8692,ENV8976,"Acetamide, N-phenyl-N-(3-ethylphenyl)-",CCc1cccc(N(C(C)=O)c2ccccc2)c1,3.47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.318,75.08200000000004,1,0,3,2,0,20.31,16,0,0,0,0,CCc1cccc(N(C(C)=O)c2ccccc2)c1
8693,8693,ENV8977,"2-Pentenoic acid, 2-cyano-3-[(4-nitrophenyl)amin",CCOCCOC(=O)C(C#N)=C(CC)Nc1ccc([N+](=O)[O-])cc1,2.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,333.3440000000001,87.10110000000003,7,1,9,1,0,114.49,16,0,0,0,0,CCOCCOC(=O)C(C#N)=C(CC)Nc1ccc([N+](=O)[O-])cc1
8694,8694,ENV8978,"1-Pyrrolidineacetamide, N-(2,3-dihydro-6-methoxy",COc1ccc2c(c1)OCC2NC(=O)CN1CCCC1,1.92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.33600000000007,75.04670000000004,4,1,4,1,2,50.80000000000001,15,0,0,0,0,COc1ccc2c(c1)OCC2NC(=O)CN1CCCC1
8695,8695,ENV8979,"Acetamide, 2-(benzoyloxy)-N-hexyl-N-methyl-",CCCCCCN(C)C(=O)COC(=O)c1ccccc1,2.99,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,277.364,78.50350000000005,3,0,8,1,0,46.61000000000001,16,0,0,0,0,CCCCCCN(C)C(=O)COC(=O)c1ccccc1
8696,8696,ENV8980,"1(3H)-Isobenzofuranone, 3-butyl-6-[bis(2-hydroxy",CCCCC1OC(=O)c2cc(N(CCO)CCO)ccc21,1.34,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.36300000000006,80.50810000000004,5,2,8,1,1,70.0,16,0,0,0,0,CCCCC1OC(=O)c2cc(N(CCO)CCO)ccc21
8697,8697,ENV8981,O-(1Et-1C=C-3-CLallyl)carbamate,C#CC(C=CCl)(CC)OC(N)=O,1.71,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,187.626,47.51640000000001,2,1,3,0,0,52.32000000000001,8,1,0,0,0,C#CC(C=CCl)(CC)OC(N)=O
8698,8698,ENV8982,4HYDROXYETHYLVANILLINOXIMEBENZYLESTER,COc1cc(C=NO)ccc1OCCOC(=O)c1ccccc1,2.94,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,315.32499999999993,84.59400000000004,6,1,7,2,0,77.35,17,0,0,0,0,COc1cc(C=NO)ccc1OCCOC(=O)c1ccccc1
8699,8699,ENV8983,"2-Propanol, 1-[(1-methylethyl)amino]-3-(4-phenyl",CC(C)NCC(O)COCCCC(C)c1ccccc1,2.95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,279.424,84.05550000000005,3,2,10,1,0,41.49,17,0,0,0,0,CC(C)NCC(O)COCCCC(C)c1ccccc1
8700,8700,ENV8984,"1H-Indene-1,3(2H)-dione, 2-(3-ethylphenyl)-",CCc1cccc(C2C(=O)c3ccccc3C2=O)c1,3.92,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.297,73.66400000000003,2,0,2,2,1,34.14,17,0,0,0,0,CCc1cccc(C2C(=O)c3ccccc3C2=O)c1
8701,8701,ENV8985,"Allopurinol, 2,5-bis(acetyloxymethyl)-",CC(=O)OCn1cc2c(=O)n(COC(C)=O)cnc2n1,-0.2,0,0,0,0,0,4,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.24,65.32000000000002,9,0,4,2,0,105.31,11,0,0,0,0,CC(=O)OCn1cc2c(=O)n(COC(C)=O)cnc2n1
8702,8702,ENV8986,Benzaldehyde Me-sulfonylhydrazone,CS(=O)(=O)NN=Cc1ccccc1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,198.24700000000004,52.01550000000002,3,1,3,1,0,58.53,8,0,0,0,0,CS(=O)(=O)NN=Cc1ccccc1
8703,8703,ENV8987,"Ethanamine, compound with picric acid (1:1)",CCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.17300000000006,60.709900000000005,8,1,6,1,0,150.68,8,0,0,0,0,CCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
8704,8704,ENV8988,"Methanamine, N-methyl-, compound with picric aci",CN(C)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.17300000000006,60.72020000000001,8,0,5,1,0,141.89,8,0,0,0,0,CN(C)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
8705,8705,ENV8989,"Ethanamine, 2,2,2-trifluoro-N-methyl-, compound",CN(CC(F)(F)F)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.1700000000001,65.7182,8,0,6,1,0,141.89,9,0,3,0,0,CN(CC(F)(F)F)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
8706,8706,ENV8990,"2-Propanamine, compound with picric acid (1:1)",CC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.20000000000005,65.3049,8,1,6,1,0,150.68,9,0,0,0,0,CC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
8707,8707,ENV8991,"1-Propanamine, compound with picric acid (1:1)",CCCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,286.20000000000005,65.32690000000001,8,1,7,1,0,150.68,9,0,0,0,0,CCCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
8708,8708,ENV8992,"Thiophene,2-(N,N-diMe acetamido)",CN(C)C(=O)Cc1cccs1,0.65,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169.249,46.71700000000003,2,0,2,1,0,20.31,8,0,0,0,0,CN(C)C(=O)Cc1cccs1
