,Unnamed: 0,DATABASE_ID,NAME,SMILES,logP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methy,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophen,fr_unbrch_alkane,fr_urea,MW,MR,HBA,HBD,RotBonds,AromRings,AliphRings,PSA,C,Cl,F,Br,I,SMILES_standard
204,204,ENV215,O-PHENANTHROLINE,c1cnc2c(c1)ccc1cccnc12,1.78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,180.21,57.044000000000025,2,0,0,3,0,25.78,12,0,0,0,0,c1cnc2c(c1)ccc1cccnc12
205,205,ENV216,DICOUMAROL,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,2.07,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.2990000000001,91.1036,6,2,2,4,0,100.88,19,0,0,0,0,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
206,206,ENV217,OXACILLIN,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.38,1,0,0,0,0,1,0,0,1,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,401.4440000000002,101.65800000000006,6,2,4,2,2,112.74,19,0,0,0,0,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
207,207,ENV218,CYCLOHEXIMIDE,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,0.55,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.35200000000003,72.55650000000004,4,2,3,0,2,83.47,15,0,0,0,0,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
208,208,ENV219,NITROFURANTOIN,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,-0.47,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238.159,53.2011,6,1,3,1,1,118.05,8,0,0,0,0,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
209,209,ENV220,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,-0.04,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.16,51.01040000000001,6,0,3,1,1,98.18,8,0,0,0,0,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
210,210,ENV221,"1H-PYRAZOLE, 3,5-DIMETHYL-",Cc1cc(C)[nH]n1,1.01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.133,28.061699999999995,1,1,0,1,0,28.68,5,0,0,0,0,Cc1cc(C)[nH]n1
211,211,ENV222,BARBITURIC ACID,O=C1CC(=O)NC(=O)N1,-1.47,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.087,26.2984,3,2,0,0,1,75.27,4,0,0,0,0,O=C1CC(=O)NC(=O)N1
212,212,ENV223,ISOPROPANOL,CC(C)O,0.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.096,17.354800000000004,1,1,0,0,0,20.23,3,0,0,0,0,CC(C)O
213,213,ENV224,ACETONE,CC(C)=O,-0.24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.080000000000005,16.355,1,0,0,0,0,17.07,3,0,0,0,0,CC(C)=O
214,214,ENV225,CHLOROFORM,ClC(Cl)Cl,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.378,21.347,0,0,0,0,0,0.0,1,3,0,0,0,ClC(Cl)Cl
215,215,ENV226,DIMETHYL SULFOXIDE,CS(C)=O,-1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.136,19.9904,1,0,0,0,0,17.07,2,0,0,0,0,C[S+](C)[O-]
216,216,ENV227,HEXACHLOROETHANE,ClC(Cl)(Cl)C(Cl)(Cl)Cl,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.74,40.580000000000005,0,0,0,0,0,0.0,2,6,0,0,0,ClC(Cl)(Cl)C(Cl)(Cl)Cl
217,217,ENV228,FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.48,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.49400000000026,108.87760000000004,6,2,2,0,5,93.06000000000002,24,0,2,0,0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
218,218,ENV229,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.92,0,2,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.5130000000003,115.88160000000006,8,2,4,0,4,127.20000000000005,25,0,1,0,0,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
219,219,ENV230,"N,N'-DIMETHYLFORMAMIDE",CN(C)C=O,-1.01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.095,19.751,1,0,1,0,0,20.31,3,0,0,0,0,CN(C)C=O
220,220,ENV231,Norethindrone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,2.97,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,298.426,85.87580000000004,2,1,0,0,4,37.3,20,0,0,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
221,221,ENV232,Retinol,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,5.68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.45900000000006,93.21180000000004,1,1,5,0,1,20.23,20,0,0,0,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
222,222,ENV233,SULFADIAZINE,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-0.09,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250.283,63.69490000000001,5,2,3,2,0,97.97,10,0,0,0,0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
223,223,ENV234,TRIAZIQUONE,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,-0.13,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.255,59.84200000000002,5,0,3,0,4,43.17,12,0,0,0,0,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1
224,224,ENV235,HYPOXANTHINE,O=c1[nH]cnc2nc[nH]c12,-1.11,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.114,34.5094,3,2,0,2,0,74.43,5,0,0,0,0,O=c1[nH]cnc2nc[nH]c12
225,225,ENV236,17-ALPHA-HYDROXYPROGESTERONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.17,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.4680000000001,92.34080000000006,3,1,1,0,4,54.37,21,0,0,0,0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
226,226,ENV237,FLUPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.36,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,437.5310000000002,113.59780000000006,5,1,6,2,2,29.950000000000003,22,0,3,0,0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
227,227,ENV238,AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.35,1,0,0,0,0,0,0,0,1,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349.4120000000001,89.02890000000005,5,3,4,1,2,112.73,16,0,0,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
228,228,ENV239,SALICYLIC ACID,O=C(O)c1ccccc1O,2.26,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.122,35.06609999999999,2,2,1,1,0,57.53,7,0,0,0,0,O=C(O)c1ccccc1O
229,229,ENV240,XANTHINE,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,-0.73,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.113,37.3351,3,3,0,2,0,94.4,5,0,0,0,0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
230,230,ENV241,URIC ACID,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-2.17,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.112,40.16079999999999,3,4,0,2,0,114.36999999999998,5,0,0,0,0,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
231,231,ENV242,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,-0.46,0,2,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.201,57.944300000000005,6,3,2,1,1,104.54999999999998,10,0,3,0,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
232,232,ENV243,"ETHANONE, 2-BROMO-1-PHENYL-",O=C(CBr)c1ccccc1,2.19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.04700000000005,44.56650000000002,1,0,2,1,0,17.07,8,0,0,1,0,O=C(CBr)c1ccccc1
233,233,ENV246,4-METHYLBENZENESULFONAMIDE,Cc1ccc(S(N)(=O)=O)cc1,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171.22099999999998,42.55220000000001,2,1,1,1,0,60.16,7,0,0,0,0,Cc1ccc(S(N)(=O)=O)cc1
234,234,ENV247,P-HYDROXYPROPIOPHENONE,CCC(=O)c1ccc(O)cc1,2.03,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.17699999999996,42.72830000000002,2,1,2,1,0,37.3,9,0,0,0,0,CCC(=O)c1ccc(O)cc1
235,235,ENV248,HISTIDINE,N[C@@H](Cc1cnc[nH]1)C(=O)O,-3.32,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.15699999999998,37.9029,3,3,3,1,0,92.0,6,0,0,0,0,N[C@@H](Cc1cnc[nH]1)C(=O)O
236,236,ENV249,CYTOSINE,Nc1cc[nH]c(=O)n1,-1.73,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.104,29.2701,3,2,0,1,0,71.77000000000001,4,0,0,0,0,Nc1cc[nH]c(=O)n1
237,237,ENV250,5-AZAURACIL,O=c1nc[nH]c(=O)[nH]1,-1.87,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.076,25.4784,3,2,0,1,0,78.61,3,0,0,0,0,O=c1nc[nH]c(=O)[nH]1
238,238,ENV251,1-BUTANOL,CCCCO,0.88,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.12299999999999,21.9938,1,1,2,0,0,20.23,4,0,0,0,0,CCCCO
239,239,ENV252,1-PENTANOL,CCCCCO,1.51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.14999999999999,26.61079999999999,1,1,3,0,0,20.23,5,0,0,0,0,CCCCCO
240,240,ENV253,"1,1,1-TRICHLOROETHANE",CC(Cl)(Cl)Cl,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.405,25.963999999999995,0,0,0,0,0,0.0,2,3,0,0,0,CC(Cl)(Cl)Cl
241,241,ENV256,SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,255.324,63.77690000000001,5,2,3,2,0,85.08,9,0,0,0,0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
242,242,ENV257,THREONINE(L),C[C@@H](O)[C@H](N)C(=O)O,-2.94,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.12,27.291999999999994,3,3,2,0,0,83.55000000000001,4,0,0,0,0,C[C@@H](O)[C@H](N)C(=O)O
243,243,ENV258,METHOXYCHLOR,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.6529999999999,88.12100000000004,2,0,4,2,0,18.46,16,3,0,0,0,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1
244,244,ENV259,"P,P'-DDD",Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.04600000000005,80.24100000000003,0,0,3,2,0,0.0,14,4,0,0,0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
245,245,ENV260,Nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,263.384,85.91470000000005,1,1,3,2,1,12.03,19,0,0,0,0,CNCCC=C1c2ccccc2CCc2ccccc21
246,246,ENV261,ADENINE,Nc1ncnc2[nH]cnc12,-0.09,0,0,0,1,0,4,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.13,36.0961,4,2,0,2,0,80.48,5,0,0,0,0,Nc1ncnc2[nH]cnc12
247,247,ENV262,ISO-LEUCINE,CC[C@H](C)[C@H](N)C(=O)O,-1.72,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.17499999999998,35.06619999999998,2,2,3,0,0,63.32,6,0,0,0,0,CC[C@H](C)[C@H](N)C(=O)O
248,248,ENV263,BENDROFLUMETHIAZIDE,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,421.4220000000001,90.6954,5,3,3,2,1,118.36,15,0,3,0,0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
249,249,ENV264,4-CHLOROBENZOIC ACID,O=C(O)c1ccc(Cl)cc1,2.65,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.56799999999998,38.41130000000001,1,1,1,1,0,37.3,7,1,0,0,0,O=C(O)c1ccc(Cl)cc1
250,250,ENV266,METHANE,C,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.043,6.731,0,0,0,0,0,0.0,1,0,0,0,0,C
251,251,ENV267,ETHANE,CC,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07,11.348000000000004,0,0,0,0,0,0.0,2,0,0,0,0,CC
